_id,Begin Date,Owner Name,Trade Name,Business Address,Business City,Business State,Business Zip Code,Business Zip+4,Telephone,Mailing Address,Mailing City,Mailing State,Mailing Zip Code,Mailing Zip+4,NAICS,Business Classification
13,2019-07-29T00:00:00, ZAKACHURA IRINA G,SCENT THE FLORIST,3841 LASALLE DR APT 105,VIRGINIA BEACH,VA,23453,4759,757-350-7774,3841 LASALLE DR APT 105,VIRGINIA BEACH,VA,23453,4759,454890-02,Nonstore Retailer
14,2018-02-14T00:00:00, BIOCLEAN LLC,PROFESSIONAL CLEANING SERVICES,3841 LASALLE DR APT 105,VIRGINIA BEACH,VA,23453,4759,757-597-3300,3841 LASALLE DR APT 105,VIRGINIA BEACH,VA,23453,4759,561720-01,Janitorial Service
15,2020-01-02T00:00:00, EVANS CIARA MARIE,CIARA MARIE EVANS,228 N LYNNHAVEN RD STE 117,VIRGINIA BEACH        ,VA,23452,0000,757-892-0803,3841 WHITECHAPEL ARCH,CHESAPEAKE,VA,23321,4011,812112-03,Beauty Salon - Booth Rental
16,2018-05-02T00:00:00, TECH GROUP LLC,TECH GROUP,3845 AFFIRMED WAY,VIRGINIA BEACH,VA,23456,8120,757-778-2235,3845 AFFIRMED WAY,VIRGINIA BEACH,VA,23456,8120,561499-01,Commercial Service
17,2018-07-23T00:00:00, ROTH BROS INC,ROTH BROS INC,3847 CRUM RD,YOUNGSTOWN,OH,44515,1414,330-793-5571,3847 CRUM RD,YOUNGSTOWN,OH,44515,1414,235990-02,Construction - Special Trade - OOT
18,2019-01-01T00:00:00, MARSHA ZIEGLER LLC,MARSHAS SKIN CARE & SPA,2077 LYNNHAVEN PKWY STE 103,VIRGINIA BEACH,VA,23456,4884,757-416-3799,3848 RIVER OAK CIR,VIRGINIA BEACH,VA,23456,8148,621341-02,Massage Therapist - Businesses
19,2018-03-27T00:00:00, LION CONSTRUCTION GROUP INC A,COLORSCAPES PAINTING OF VA,3849 JEFFERSON BLVD,VIRGINIA BEACH,VA,23455,1605,757-761-1514,3849 JEFFERSON BLVD,VIRGINIA BEACH,VA,23455,1605,235990-01,Construction - Special Trade
20,2018-03-27T00:00:00, DAVIS BERNITA ELIZABETH,FANCY RENTAL,385 OLD GREAT NECK RD,VIRGINIA BEACH,VA,23454,3939,757-340-2873,385 OLD GREAT NECK RD,VIRGINIA BEACH,VA,23454,3939,458320-01,Short Term Rental
21,2020-05-18T00:00:00, ADA CLEANING SERVICE LLC,ADA CLEANING SERVICE LLC,3852 JOUSTING ARCH,VIRGINIA BEACH,VA,23456,4919,757-842-1582,3852 JOUSTING ARCH,VIRGINIA BEACH,VA,23456,4919,561720-01,Janitorial Service
22,2019-01-01T00:00:00, TWENTY EIGHT INC,TWENTY EIGHT INC,3852 OLD COLONY CIR,VIRGINIA BEACH,VA,23452,2910,757-818-0829,3852 OLD COLONY CIR,VIRGINIA BEACH,VA,23452,2910,541611-01,Consulting Service
23,2018-05-01T00:00:00, BANKS ANDREA LEA,MAID 2 KLEEN,3852 SHOOTING STAR DR,VIRGINIA BEACH,VA,23456,1319,757-920-0320,3852 SHOOTING STAR DR,VIRGINIA BEACH,VA,23456,1319,561720-01,Janitorial Service
24,2020-05-01T00:00:00, JC BROWN ENTERPRISE LLC,JC BROWN ENTERPRISE LLC,3853 CHIMNEY CREEK DR,VIRGINIA BEACH,VA,23462,6831,757-907-0692,3853 CHIMNEY CREEK DR,VIRGINIA BEACH,VA,23462,6831,721310-01,Bed & Breakfast & Lodging House
25,2019-10-22T00:00:00, MISS RITHIES KITCHEN LLC,MISS RITHIES KITCHEN,3853 COLONIAL PKWY,VIRGINIA BEACH,VA,23452,2201,757-285-1775,3853 COLONIAL PKWY,VIRGINIA BEACH,VA,23452,2201,445229-01,Home Baker
26,2019-09-01T00:00:00, ONE SOURCE CONSULTING LLC,ONE SOURCE CONSULTING LLC,3853 SHERMAN OAKS AVE,VIRGINIA BEACH,VA,23456,5751,757-353-2510,3853 SHERMAN OAKS AVE,VIRGINIA BEACH,VA,23456,5751,541611-01,Consulting Service
27,2019-10-08T00:00:00," HUDGINS, AUSTIN WAYNE",AMERICAN HANDYMAN SERVICES,3854 BUCHANAN DR,VIRGINIA BEACH,VA,23453,1867,804-466-2940,3854 BUCHANAN DR,VIRGINIA BEACH,VA,23453,1867,235990-01,Construction - Special Trade
28,2020-09-09T00:00:00, KRIS FITNESS LLC,KRIS FITNESS,3856 CHIMNEY CREEK DR,VIRGINIA BEACH,VA,23462,6831,585-506-7176,3856 CHIMNEY CREEK DR,VIRGINIA BEACH,VA,23462,6831,812990-01,Personal Service - General
29,2020-10-30T00:00:00," DO NOT, USE","DUCK, DAFFY",2401 COURTHOUSE DR,VIRGINIA BEACH                     ,VA,23456,9120,"",2401 COURTHOUSE DR,VIRGINIA BEACH                     ,VA,23456,9120,541219-01,Accounting Service
30,2018-01-26T00:00:00, INTEGRATIVE CONSTRUCTION SOLUT,INTEGRATIVE CONSTRUCTION SOLUT,536 HUNTS POINTE DR,VIRGINIA BEACH,VA,23464,1938,757-227-2897,1 COLUMBUS CNTR600-006,VIRGINIA BEACH,VA,23462,0000,235990-01,Construction - Special Trade
31,2018-01-26T00:00:00, INTEGRATIVE CONSTRUCTION SOLUT,INTEGRATIVE CONSTRUCTION SOLUT,536 HUNTS POINTE DR,VIRGINIA BEACH,VA,23464,1938,757-227-2897,1 COLUMBUS CNTR600-006,VIRGINIA BEACH,VA,23462,0000,811490-01,Repair & Maintenance Service
32,2019-03-01T00:00:00, DYNAMIC REALTY GROUP LLC,DYNAMIC REALTY GROUP LLC,1 COLUMBUS CTR                      STE 600,VIRGINIA BEACH                     ,VA,23462,6760,757-216-1925,1 COLUMBUS CNTR600-006,VIRGINIA BEACH,VA,23462,0000,531210-01,Real Estate Agent & Broker
33,2018-02-05T00:00:00, MOGULZ LOGISTICS LLC,MOGULZ LOGISTICS LLC,1 COLUMBUS CTR                      STE 600,VIRGINIA BEACH                     ,VA,23462,6760,757-386-8750,1 COLUMBUS CTR                      STE 600,VIRGINIA BEACH                     ,VA,23462,6760,484110-02,Transportation - Hauling
34,2018-04-03T00:00:00, WHOLESALE ROOFERS LLC,WHOLESALE ROOFERS LLC,1 COLUMBUS CTR                      STE 600,VIRGINIA BEACH                     ,VA,23462,6760,757-424-5981,1 COLUMBUS CTR                      STE 600,VIRGINIA BEACH                     ,VA,23462,6760,235990-01,Construction - Special Trade
35,2019-11-16T00:00:00, TOBYS DREAM FOUNDATION INC,TOBYS DREAM FOUNDATION,THE BONFIRES,VIRGINIA BEACH                     ,VA,23451,0000,757-717-9505,1 COLUMBUS CTR                      STE 600,VIRGINIA BEACH                     ,VA,23462,6760,711320-01,Community Event - General
36,2019-12-03T00:00:00, MVOSS CREATION LLC,MVOSS CREATION,1 COLUMBUS CTR                      STE 600,VIRGINIA BEACH                     ,VA,23462,6760,757-362-8998,1 COLUMBUS CTR                      STE 600,VIRGINIA BEACH                     ,VA,23462,6760,561499-01,Commercial Service
37,2018-01-04T00:00:00, AUGUST HOLDING CORPORATION,AUGUST HOLDINGS,1 COLUMBUS CTR                      STE 600,VIRGINIA BEACH                     ,VA,23462,6760,504-442-7833,1 COLUMBUS CTR                      STE 600,VIRGINIA BEACH                     ,VA,23462,6760,561499-01,Commercial Service
38,2019-07-16T00:00:00, SARAH J BREEDEN INCORPORATED,SARAH J BREEDEN INC,780 LYNNHAVEN PKWY STE 400,VIRGINIA BEACH,VA,23452,7332,757-679-9868,1 COLUMBUS CTR                      STE 600,VIRGINIA BEACH                     ,VA,23462,6760,531210-01,Real Estate Agent & Broker
39,2020-05-06T00:00:00, JENNIFER DILWORTH P.C.,JENNIFER DILWORTH P.C.,1 COLUMBUS CTR                      STE 600,VIRGINIA BEACH                     ,VA,23462,6760,757-687-8188,1 COLUMBUS CTR                      STE 600,VIRGINIA BEACH                     ,VA,23462,6760,541110-01,Lawyer
40,2020-10-20T00:00:00, US LEADERS PROTECTIVE SERVICES LLC,US LEADERS PROTECTIVE SERVICES LLC,1 COLUMBUS CTR                      STE 600,VIRGINIA BEACH                     ,VA,23462,6760,757-580-3085,1 COLUMBUS CTR                      STE 600,VIRGINIA BEACH                     ,VA,23462,6760,454890-02,Nonstore Retailer
41,2018-10-27T00:00:00, CENTRAL BUSINESS DISTRICT ASSOCIATION,CENTRAL BUSINESS DISTRICT ASSO,1 COLUMBUS CTR STE 611,VIRGINIA BEACH,VA,23462,7837,757-685-9474,1 COLUMBUS CTR STE 611,VIRGINIA BEACH,VA,23462,7837,711320-01,Community Event - General
42,2018-12-07T00:00:00, CENTRAL BUSINESS DISTRICT ASSOCIATION,CENTRAL BUSINESS DISTRICT ASSO,HOLIDAYS AT TOWN CENTER,VIRGINIA BEACH                     ,VA,23462,0000,"",1 COLUMBUS CTR STE 611,VIRGINIA BEACH,VA,23462,7837,711320-01,Community Event - General
43,2018-12-31T00:00:00, CENTRAL BUSINESS DISTRICT ASSOCIATION,CENTRAL BUSINESS DISTRICT ASSO,LAST NIGHT ON THE TOWN VIP EVENT,VIRGINIA BEACH                     ,VA,23462,0000,"",1 COLUMBUS CTR STE 611,VIRGINIA BEACH,VA,23462,7837,711320-01,Community Event - General
44,2019-05-25T00:00:00, CENTRAL BUSINESS DISTRICT ASSOCIATION,CENTRAL BUSINESS DISTRICT ASSO,NIGHTLY ENTERTAIMENT-TOWN CENTER,VIRGINIA BEACH                     ,VA,23462,0000,757-490-7810,1 COLUMBUS CTR STE 611,VIRGINIA BEACH,VA,23462,7837,711320-01,Community Event - General
45,2019-07-02T00:00:00, CENTRAL BUSINESS DISTRICT ASSOCIATION,CENTRAL BUSINESS DISTRICT ASSO,JURASSIC JOURNEY,VIRGINIA BEACH                     ,VA,23462,0000,757-490-7810,1 COLUMBUS CTR STE 611,VIRGINIA BEACH,VA,23462,7837,711320-01,Community Event - General
46,2019-09-28T00:00:00, CENTRAL BUSINESS DISTRICT ASSOCIATION,CENTRAL BUSINESS DISTRICT ASSOCIATION,TOWN CENTER FASHION SHOW,VIRGINIA BEACH                     ,VA,23462,0000,757-490-7810,1 COLUMBUS CTR STE 611,VIRGINIA BEACH,VA,23462,7837,711320-01,Community Event - General
47,2019-10-26T00:00:00, CENTRAL BUSINESS DISTRICT ASSOCIATION,CENTRAL BUSINESS DISTRICT ASSOCIATION,TOWN AND TREAT PIRATES OF THE PLAZA,VIRGINIA BEACH                     ,VA,23462,0000,757-490-7812,1 COLUMBUS CTR STE 611,VIRGINIA BEACH,VA,23462,7837,711320-01,Community Event - General
48,2019-12-06T00:00:00, CENTRAL BUSINESS DISTRICT ASSOCIATION,CENTRAL BUSINESS DISTRICT ASSOCIATION,HOLIDAYS AT TOWN CENTER,VIRGINIA BEACH                     ,VA,23462,0000,757-490-7812,1 COLUMBUS CTR STE 611,VIRGINIA BEACH,VA,23462,7837,711320-01,Community Event - General
49,2019-12-31T00:00:00, CENTRAL BUSINESS DISTRICT ASSOCIATION,CENTRAL BUSINESS DISTRICT ASSOCIATION,LAST NIGHT ON THE TOWN VIP EVENT,VIRGINIA BEACH                     ,VA,23462,0000,757-490-7812,1 COLUMBUS CTR STE 611,VIRGINIA BEACH,VA,23462,7837,711320-01,Community Event - General
50,2020-02-07T00:00:00, CENTRAL BUSINESS DISTRICT ASSOCIATION,CENTRAL BUSINESS DISTRICT ASSOCIATION,LOVE IS IN THE AIR AT TOWN CENTER,VIRGINIA BEACH                     ,VA,23462,0000,757-490-7812,1 COLUMBUS CTR STE 611,VIRGINIA BEACH,VA,23462,7837,711320-01,Community Event - General
51,2020-09-24T00:00:00, CENTRAL BUSINESS DISTRICT ASSOCIATION,CENTRAL BUSINESS DISTRICT ASSOCIATION,TOWN CENTER POP UP SIDEWALK ART MES,VIRGINIA BEACH                     ,VA,23462,0000,757-490-7810,1 COLUMBUS CTR STE 611,VIRGINIA BEACH,VA,23462,7837,711320-01,Community Event - General
52,2020-10-24T00:00:00, CENTRAL BUSINESS DISTRICT ASSOCIATION,CENTRAL BUSINESS DISTRICT ASSOCIATION,GALATIC GATHERING,VIRGINIA BEACH                     ,VA,23462,0000,757-490-7810,1 COLUMBUS CTR STE 611,VIRGINIA BEACH,VA,23462,7837,711320-01,Community Event - General
53,2020-09-01T00:00:00, ACTION PROPERTY SERVICES LLC,ACTION PROPERTY MANAGMENT,1 COLUMBUS CTR STE 700,VIRGINIA BEACH,VA,23462,6761,757-366-5222,1 COLUMBUS CTR STE 700,VIRGINIA BEACH,VA,23462,6761,531210-01,Real Estate Agent & Broker
54,2019-10-08T00:00:00," MUNSON, MICHELE R",MICHELE R MUNSON,1 COLUMBUS CTR STE 930,VIRGINIA BEACH,VA,23462,6764,757-499-8772,1 COLUMBUS CTR STE 930,VIRGINIA BEACH,VA,23462,6764,533930-01,Financial Service
55,2020-10-01T00:00:00, BOSTON CULINARY GROUP INC,CENTERPLATE,1045 19TH ST,VIRGINIA BEACH                     ,VA,23451,5675,864-248-2011,1 INDEPENDENCE PT STE 305,GREENVILLE,SC,29615,4540,721111-02,Alcoholic Beverage - Beer & Wine Only
56,2020-10-01T00:00:00, BOSTON CULINARY GROUP INC,CENTERPLATE,1045 19TH ST,VIRGINIA BEACH                     ,VA,23451,5675,864-248-2011,1 INDEPENDENCE PT STE 305,GREENVILLE,SC,29615,4540,722110-01,Restaurant
57,2020-10-01T00:00:00, BOSTON CULINARY GROUP INC,CENTERPLATE,1045 19TH ST,VIRGINIA BEACH                     ,VA,23451,5675,864-248-2011,1 INDEPENDENCE PT STE 305,GREENVILLE,SC,29615,4540,722117-01,Alcoholic Beverage - Mixed over 150 Seats
58,2020-10-01T00:00:00, BOSTON CULINARY GROUP INC,CENTERPLATE,1045 19TH ST,VIRGINIA BEACH                     ,VA,23451,5675,864-248-2011,1 INDEPENDENCE PT STE 305,GREENVILLE,SC,29615,4540,722320-01,Caterer
59,2019-03-29T00:00:00, NATIONAL HIGH SCHOOL COACHES A,NHSCA,NHSCA HIGH SCHOOL NATIONALS,EASTON                             ,PA,18042,0000,"",1 S THIRD ST 9TH FLOOR,EASTON,PA,18042,0000,711320-01,Community Event - General
60,2019-05-25T00:00:00, NATIONAL HIGH SCHOOL COACHES A,NHSCA,NHSCA NATIONAL DUALS,VIRGINIA BEACH                     ,VA,23451,0000,610-923-0900,1 S THIRD ST 9TH FLOOR,EASTON,PA,18042,0000,711320-01,Community Event - General
61,2019-01-01T00:00:00, STATE FARM MUTUAL AUTO INS CO,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,4436 BONNEY RD,VIRGINIA BEACH,VA,23462,0000,309-766-2016,1 STATE FARM PLZ,BLOOMINGTON,IL,61710,0001,621321-01,Non-license for Property Type
62,2019-01-01T00:00:00, STATE FARM MUTUAL AUTO INS CO,STATE FARM AUTOMOBILE INSURANCE COMPANY,1449 OLIVEWOOD CT,VIRGINIA BEACH,VA,23464,6481,309-766-2016,1 STATE FARM PLZ,BLOOMINGTON,IL,61710,0001,621321-01,Non-license for Property Type
63,2019-01-01T00:00:00, STATE FARM MUTUAL AUTO INS CO,STATE FARM MUTUAL AUTOMOBILE COMPANY,3528 PONS DR,VIRGINIA BEACH,VA,23456,6928,309-766-2016,1 STATE FARM PLZ,BLOOMINGTON,IL,61710,0001,621321-01,Non-license for Property Type
64,2019-01-01T00:00:00, STATE FARM MUTUAL AUTO INS CO,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,372 S INDEPENDENCE BLVD STE 103,VIRGINIA BEACH,VA,23452,0000,309-766-2016,1 STATE FARM PLZ,BLOOMINGTON,IL,61710,0001,621321-01,Non-license for Property Type
65,2019-01-01T00:00:00, STATE FARM MUTUAL AUTO INS CO,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,2137 UPTON DR STE 320,VIRGINIA BEACH,VA,23454,1191,309-766-2016,1 STATE FARM PLZ,BLOOMINGTON,IL,61710,0001,621321-01,Non-license for Property Type
66,2019-01-01T00:00:00, STATE FARM MUTUAL AUTO INS CO,STATE FARM AUTOMOBILE INSURANCE COMPANY,4590 SOUTHERN PINES DR,VIRGINIA BEACH,VA,23462,4711,309-766-2016,1 STATE FARM PLZ,BLOOMINGTON,IL,61710,0001,621321-01,Non-license for Property Type
67,2020-01-01T00:00:00, STATE FARM MUTUAL AUTO INS CO,STATE FARM MUTUAL AUTOMOBILE COMPANY,4876 PRINCESS ANNE RD 107,VIRGINIA BEACH,VA,23462,0000,309-766-2016,1 STATE FARM PLZ,BLOOMINGTON,IL,61710,0001,621321-01,Non-license for Property Type
68,2019-11-18T00:00:00, VIRGINIA BEACH CONSTRUCTION CO,VIRGINIA BEACH CONSTRUCTION CO,1 VICTORY CT,PORTSMOUTH,VA,23702,1833,757-718-3116,1 VICTORY CT,PORTSMOUTH,VA,23702,1833,235990-02,Construction - Special Trade - OOT
69,2020-01-01T00:00:00, NATIONWIDE MUTUAL INSURANCE,NATIONWIDE MUTUAL INSURANCE,2313 W GREAT NECK RD APT 107,VIRGINIA BEACH,VA,23451,1219,614-312-2088,1 W NATIONWIDE BLVD #1-04701,COLUMBUS,OH,43215,2752,621321-01,Non-license for Property Type
70,2020-01-01T00:00:00, NATIONWIDE MUTUAL INSURANCE,NATIONWIDE MUTUAL INSURANCE,913 KASTER ARCH,VIRGINIA BEACH,VA,23455,6141,614-677-2279,1 W NATIONWIDE BLVD #1-04701,COLUMBUS,OH,43215,2752,621321-01,Non-license for Property Type
71,2020-02-24T00:00:00, RELAXATION MOBILE MASSAGES LLC,RELAXATION MOBILE MASSAGES LLC,5741 SCHOOLHOUSE RD UNIT 104,VIRGINIA BEACH,VA,23464,9214,757-800-1520,100 7TH ST STE 104,PORTSMOUTH,VA,23704,4800,621341-02,Massage Therapist - Businesses
72,2018-01-15T00:00:00, PRO TECH ZONE INC,PRO TECH ZONE,4554 VIRGINIA BEACH BLVD STE 201,VIRGINIA BEACH,VA,23462,3086,757-281-8578,100 AMBUSH ST APT 108,YORKTOWN,VA,23693,5679,811490-01,Repair & Maintenance Service
73,2019-03-01T00:00:00, SMOKED BISCUIT INC,SMOKED BISCUIT,5700 ATLANTIC AVE,VIRGINIA BEACH                     ,VA,23451,2236,540-239-2538,100 E OCEAN VIEW AVE APT 803,NORFOLK,VA,23503,1633,722330-04,Peddler - Retail Mobile Food
74,2020-02-29T00:00:00, SMOKED BISCUIT INC,SMOKED BISCUIT,FIGHTING JAMESONS CONCERT,VIRGINIA BEACH                     ,VA,23455,0000,540-239-2538,100 E OCEAN VIEW AVE APT 803,NORFOLK,VA,23503,1633,621321-02,Non-License for Trustee Purposes
75,2018-07-24T00:00:00, ONEMAIN FINANCIAL GROUP LLC,ONEMAIN FINANCIAL GROUP LLC,2129 GENERAL BOOTH BLVD             STE 103 #194,VIRGINIA BEACH                     ,VA,23454,0000,410-537-9285,100 INTERNATIONAL DR 16F,BALTIMORE,MD,21202,0000,522310-02,Money Lender
76,2019-02-22T00:00:00," PARR, JENNIFER S",JSP DAYCARE,100 MAIDSTONE CIR,VIRGINIA BEACH,VA,23452,2225,757-297-6181,100 MAIDSTONE CIR,VIRGINIA BEACH,VA,23452,2225,624410-01,Child Sitting Service
77,2020-07-29T00:00:00, DOLGENCORP LLC,DOLLAR GENERAL #22123,5393 WESLEYAN DR STE 104,VIRGINIA BEACH,VA,23455,6900,615-855-4000,100 MISSION RDG,GOODLETTSVILLE,TN,37072,2171,454890-01,Retail Store
78,2020-07-29T00:00:00, DOLGENCORP LLC,DOLLAR GENERAL #22123,5393 WESLEYAN DR STE 104,VIRGINIA BEACH,VA,23455,6900,615-855-4000,100 MISSION RDG,GOODLETTSVILLE,TN,37072,2171,721111-02,Alcoholic Beverage - Beer & Wine Only
79,2019-03-14T00:00:00," JOHNSON, JAMES L",AFFORDABLE TRANSPORT SERVICE,100 ONONDAGA RD,VIRGINIA BEACH,VA,23462,3833,757-291-9188,100 ONONDAGA RD,VIRGINIA BEACH,VA,23462,3833,484110-01,Transportation - Delivery
80,2019-03-14T00:00:00, AFFORDABLE TRANSPORT SERVICES LLC,AFFORDABLE TRANSPORT SERVICES LLC,100 ONONDAGA RD,VIRGINIA BEACH,VA,23462,3833,757-291-9188,100 ONONDAGA RD,VIRGINIA BEACH,VA,23462,3833,484110-01,Transportation - Delivery
81,2019-09-27T00:00:00, LAUGHING CRAB CATERING LLC,LAUGHING CRAB CATERING LLC,NEPTUNE FESTIVAL BOARDWALK WKND,VIRGINIA BEACH                     ,VA,23451,0000,443-299-7640,100 S WASHINGTON ST,HAVRE DE GRACE,MD,21078,3114,621321-02,Non-License for Trustee Purposes
82,2019-09-27T00:00:00, LAUGHING CRAB CATERING LLC,THE SNOWBALL EXPERIENCE,NEPTUNE FESTIVAL BOARDWALK WKND,VIRGINIA BEACH                     ,VA,23451,0000,443-299-7640,100 S WASHINGTON ST,HAVRE DE GRACE,MD,21078,3114,621321-02,Non-License for Trustee Purposes
83,2018-10-01T00:00:00, DYER ARLENE ALBERTA,ALLURING HAIR AND JEWELS,100 SPRUCE CT APT 202,VIRGINIA BEACH,VA,23452,2321,757-822-4211,100 SPRUCE CT APT 202,VIRGINIA BEACH,VA,23452,2321,812990-01,Personal Service - General
84,2019-11-01T00:00:00, ELITE LIFESTYLE GROUP LLC,ELITE LIFESTYLE GROUP LLC,THE BLACK COLLECTION,VIRGINIA BEACH                     ,VA,23462,0000,757-528-5582,1000 COOL SPRING CT APT 205,HAMPTON,VA,23666,4296,711320-01,Community Event - General
85,2020-08-13T00:00:00, GLORIFIED ROADSIDE LLC,GLORIFIED ROADSIDE LLC,1000 FAIRBORN CT,VIRGINIA BEACH,VA,23464,8267,757-405-6451,1000 FAIRBORN CT,VIRGINIA BEACH,VA,23464,8267,812990-01,Personal Service - General
86,2019-04-24T00:00:00, J&D LABOR FORCE LLC,J&D LABOR FORCE LLC,1000 GAS LIGHT LN,VIRGINIA BEACH,VA,23462,1257,757-575-4472,1000 GAS LIGHT LN,VIRGINIA BEACH,VA,23462,1257,235990-01,Construction - Special Trade
87,2019-04-20T00:00:00, WAVE CHURCH,WAVE CHURCH,EASTER CELEBRATION,VIRGINIA BEACH                     ,VA,23454,0000,"",1000 N GREAT NECK RD,VIRGINIA BEACH,VA,23454,2140,711320-01,Community Event - General
88,2019-05-26T00:00:00, WAVE CHURCH,WAVE CHURCH,WAVE CHURCH MEMORIAL DAY EVENT,VIRGINIA BEACH                     ,VA,23454,0000,757-481-5005,1000 N GREAT NECK RD,VIRGINIA BEACH,VA,23454,2140,711320-01,Community Event - General
89,2019-06-23T00:00:00, WAVE CHURCH,WAVE CHURCH,WAVE CHURCH LEADERS APPRECIATION,VIRGINIA BEACH                     ,VA,23454,0000,757-481-5005,1000 N GREAT NECK RD,VIRGINIA BEACH,VA,23454,2140,711320-01,Community Event - General
90,2019-07-07T00:00:00, WAVE CHURCH,WAVE CHURCH,SUMMER CELEBRATION EVENT,VIRGINIA BEACH                     ,VA,23454,0000,757-481-5005,1000 N GREAT NECK RD,VIRGINIA BEACH,VA,23454,2140,711320-01,Community Event - General
91,2019-10-27T00:00:00, WAVE CHURCH,WAVE CHURCH,TRUNK OR TREAT,VIRGINIA BEACH                     ,VA,23454,0000,757-481-5005,1000 N GREAT NECK RD,VIRGINIA BEACH,VA,23454,2140,711320-01,Community Event - General
92,2019-11-08T00:00:00, WAVE CHURCH,WAVE CHURCH,MAN UP MENS CONFERENCE,VIRGINIA BEACH                     ,VA,23454,0000,757-481-5005,1000 N GREAT NECK RD,VIRGINIA BEACH,VA,23454,2140,711320-01,Community Event - General
93,2020-10-02T00:00:00, WAVE CHURCH,WAVE CHURCH,SUMMIT NETWORKING LUNCH AT WAVE CHU,VIRGINIA BEACH                     ,VA,23454,0000,757-481-5005,1000 N GREAT NECK RD,VIRGINIA BEACH,VA,23454,2140,711320-01,Community Event - General
94,2020-10-02T00:00:00, WAVE CHURCH,WAVE CHURCH,MENS NIGHT 2020 AT WAVE CHURCH,VIRGINIA BEACH                     ,VA,23454,0000,757-481-5005,1000 N GREAT NECK RD,VIRGINIA BEACH,VA,23454,2140,711320-01,Community Event - General
